time(s),avg_energy(J/m^3),avg_photon(m^-3),avg_axion(m^-3),avg_neutrino(m^-3),avg_qgp_fraction
358,8448306.149543146,10000000000,0.009999996409994582,0.8600000000003262,1
359,8444346.356255306,10000000000,0.009999996400004112,0.8600000000003262,1
360,8440388.459777284,10000000000,0.00999999639000433,0.8600000000003262,1
361,8436432.459174844,10000000000,0.009999996380001229,0.8600000000003262,1
362,8432478.353538696,10000000000,0.009999996370000392,0.8600000000003262,1
363,8428526.141915927,10000000000,0.009999996359997293,0.8600000000003262,1
364,8424575.823403858,10000000000,0.009999996349997509,0.8600000000003262,1
365,8420627.397066373,10000000000,0.009999996340007042,0.8600000000003262,1
366,8416680.861977654,10000000000,0.0099999963300041,0.8600000000003262,1
367,8412736.21721706,10000000000,0.009999996320003528,0.8600000000003262,1
368,8408793.461851161,10000000000,0.009999996310000377,0.8600000000003262,1
369,8404852.594949398,10000000000,0.009999996299997276,0.8600000000003262,1
370,8400913.615608096,10000000000,0.00999999628999686,0.8600000000003262,1
371,8396976.522890493,10000000000,0.009999996279993763,0.8600000000003262,1
372,8393041.315885687,10000000000,0.009999996270004084,0.8600000000003262,1
373,8389107.993652234,10000000000,0.00999999626000351,0.8600000000003262,1
374,8385176.555274852,10000000000,0.009999996250000568,0.8600000000003262,1
375,8381246.999845565,10000000000,0.009999996239999573,0.8600000000003262,1
376,8377319.326418226,10000000000,0.00999999622999979,0.8600000000003262,1
377,8373393.5340955295,10000000000,0.00999999621999669,0.8600000000003262,1
378,8369469.621948235,10000000000,0.009999996210006381,0.8600000000003262,1
379,8365547.589050759,10000000000,0.00999999620000328,0.8600000000003262,1
380,8361627.434488021,10000000000,0.009999996190003498,0.8600000000003262,1
381,8357709.1573490705,10000000000,0.009999996179999558,0.8600000000003262,1
382,8353792.756706891,10000000000,0.009999996169996615,0.8600000000003262,1
383,8349878.231637281,10000000000,0.009999996159996043,0.8600000000003262,1
384,8345965.581238229,10000000000,0.009999996150006362,0.8600000000003262,1
385,8342054.804587107,10000000000,0.009999996140003265,0.8600000000003262,1
386,8338145.900756726,10000000000,0.009999996130002848,0.8600000000003262,1
